,demo_1,demo_2
103,0.09699596499271819,0.5951570254369136
104,-0.8182206832334725,2.0923872756854602
105,-1.006017381499702,-1.2141886127877322
106,1.1581108735000678,0.7916626939629359
107,0.6241198170521551,0.6283455092642799
108,-0.012246772846914623,-0.8972543714858315
109,0.07580455819372633,-0.6771617115121117
110,0.9751197334177512,-0.14705738150213865
111,-0.8254971967925115,-0.32138584165299344
112,0.41293145427562433,-0.5637245528039747
113,-0.8222203955664315,0.2436872114919123
114,0.24496657110872277,-0.5069431753711298
115,-0.4710383056183228,0.2320499373576363
116,-1.4480843414973241,-1.4074637743765552
117,-0.718444221252436,-0.21344715171184725
118,0.3109075655980046,1.475356216949552
119,0.8576596232020194,-0.1599385299634271
120,-0.01901620790268883,-1.0025293646378088
121,-0.01851313599238993,-0.2886586389201383
122,0.3227185603380895,-0.827230943552323
123,0.5193465142411723,1.5327389130025777
124,-0.1087601484568576,0.40171172209894146
125,0.6901439917111125,-0.40122047188583626
126,0.22409248181041677,0.01259240078179486
127,0.09767609854883172,-0.7730097838554665
128,0.024510174258942714,0.49799829124544975
129,1.4511436077950417,0.9592708260852069
130,2.1531824575115563,-0.7673475628880495
131,0.8723206367206782,0.18334200573835174
132,2.1898029332176723,-0.8082982853551515
133,-0.8397218421807761,-0.5993926454440222
134,-2.123895724309807,-0.525755021680761
135,-0.759132661553698,0.15039378647620763
136,0.34175597577715944,1.8761708392158862
137,0.9504238381860503,-0.5769036556624031
138,-0.898414671348358,0.4919191715065057
139,-1.3202332070206422,1.8314587658543537
140,1.179440120721287,-0.4691756521047048
141,-1.7131345290908775,1.3538723741654128
142,-0.11453984525261789,1.2378163119734618
143,-1.594427658794367,-0.5993750229537729
144,0.005243699718183166,0.046980593764742055
145,-0.45006547147924364,0.6228499323474987
146,-1.0676204293825944,-0.1423794850212935
147,0.12029563171189886,0.514438834058749
148,0.7116148780888898,-1.1246420918378692
149,-1.5341141707356223,1.277676821898509
150,0.33231401197959165,-0.7484865365565536
151,1.551151975522523,0.11567463429285867
152,1.1792971840638264,0.06751848141010895
153,2.060747924881987,1.7553408424432044
154,-0.2489641484790735,0.9715709509543554
155,0.6453759495851475,1.3686315575323487
156,-0.9649234605801045,0.6860514599984393
157,1.0584244868495878,-1.7587394864231143
158,-1.183258512665775,-2.0392321777601006
159,-0.26940683444455776,0.7175422557959623
160,1.502357052096028,0.07409478041977519
161,1.6286155455712918,-1.3801014582148914
162,-1.7033824393551547,-0.05554769889661878
163,0.3840654489393073,-0.03269474809409311
164,-2.0674421000398766,-0.08912003951278841
165,-1.3044695005048532,0.6696725488300385
166,0.36659824609684827,-0.9398797863273552
167,-0.5138669173366935,-1.0592135218889516
168,-0.06267909727317188,0.9551423205012383
169,-0.9857260463355437,0.5040465155178444
170,-0.5302576183724408,-0.7928728322623442
171,-0.10703035995455783,-1.035242322419374
172,-0.553649305347182,-1.1978778925888485
173,1.9647251329163893,0.03526355197172861
174,-0.6997255079925856,0.213979910734222
175,-0.11232804969082982,-0.22096959953322298
176,0.6141667000434252,0.7575077100473051
177,-0.5305011476105275,-0.57581824064468
178,-0.275051697151644,-2.301921164735585
179,-1.5151910621985523,1.3668742674445247
180,1.6449677135012837,-0.24903603955637832
181,0.5765569630557664,0.3112501545435361
182,3.0788808084552377,1.1195749114345768
183,-0.12791759148076653,-0.9555404406004258
184,-1.6064463202575725,0.2034636358672231
185,-0.7563507452843033,-1.4222537095976742
186,-0.6465728842425266,-1.081548003614395
187,1.6871416350725648,0.8816397569494505
188,-0.007972641316617372,1.4799441388900259
189,0.0773683076476183,-0.8612842013282637
190,1.5231240772696573,0.5389100436846587
191,-1.0372461543264564,-0.1903386780836082
192,-0.8756182533847572,-1.382799730964336
193,0.9261775475316414,1.9094166404701305
194,-1.3985675738191412,0.5629692366905709
195,-0.6506425691218269,-0.48712538376469605
196,-0.5923939242388692,-0.863990769679816
197,0.04852162794482699,-0.8309501164110378
198,0.2704568257798388,-0.05023810944913695
199,-0.23894804686640975,-0.9075636620415979
200,-0.5767713305683327,0.755391225825756
201,0.5009171876243808,-0.977555244798551
202,0.09933230542922587,0.751387123371789
203,-1.6694052811213718,0.543360192379935
204,-0.6626237589458467,0.5705986685931593
205,-0.7632591565425169,-1.804882100664519
206,-1.6275424378831627,0.048084946661381994
207,0.25972250172148187,-0.9043166251044086
208,0.6385924587773739,-1.6615200622689599
209,-0.06607979864731657,-1.2110161997624567
210,-0.6518361078021592,0.047398671316414016
211,-0.8604133652839524,-0.38455554422982535
212,1.0062928092144405,-0.5768918695231487
213,0.8356921120651418,-1.129706854657618
214,0.5298041779152828,1.4415686206579004
215,-2.4716445001272893,-0.7968952554704768
216,0.57707212718054,-0.2030453860429927
217,0.37114587337130883,-0.6039851867158206
218,0.08658978747289992,-0.15567723539207948
219,1.1677820616598074,0.2544208433012131
220,0.3376026620752022,-0.4118769661224674
221,-0.48760622407249354,-0.4325581878196209
222,0.39445214237829684,-0.42098448082026296
223,0.2897748568964129,2.075400798645439
224,0.8711247034316923,-0.32602353216784113
225,1.2012139221639448,-0.4080753730215514
226,-2.038124535177854,-1.008086310917404
227,-1.8707919210258557,-0.35151348404130867
228,0.0184183791895517,1.6764373122752827
229,0.32692737376416264,-0.21910052880886424
230,0.8294055811834892,-2.211135309007885
231,0.23561455810856594,0.7708651938869668
232,-1.4785862457798415,1.143754043206929
233,0.3384964074944141,-0.4152879139008013
234,0.6327818661062848,2.270692857804396
235,0.18186625505849516,0.24822058630033608
236,-0.4593608995402441,-0.8498443694647918
237,0.8303358165442456,-0.8560838259088672
238,0.07156623721939247,-0.4776574467651167
239,0.47897982574639186,0.3336621052869483
240,1.0375399442578992,-0.510016398854747
241,-0.26987493529337125,-0.9787637157823074
242,-0.4442932600761116,0.3773004930448522
243,0.7569886166453519,-0.9221653241776254
244,0.8696059201056602,1.355637858804951
245,0.41343490322370086,1.876795812558066
246,-0.773789199103573,-1.244654703311417
247,-1.7787202489042786,1.496044311489183
248,0.6543656563540577,-0.05558467091045507
249,0.2799686263198203,-1.1254890472983765
250,2.4457519796168263,0.1292211819752275
251,0.10939479460489289,0.725766623898692
252,0.4810092317367132,0.22388402427913137
253,-0.7904744554453119,0.4714683571359957
254,1.8820244964750337,1.3454200461549777
255,1.593186626639397,-0.5112156764311852
256,-0.9896048202585809,-0.12578692009964815
257,0.055724912288694604,1.0941915184709485
258,-1.6924646297148194,1.5295503194606137
259,-0.15800789857898942,-0.42688106994742003
260,-1.0121043752601675,-1.6548566718657693
261,0.8231705839619146,0.07331796718840389
262,-1.2899608997410539,-1.295078772063616
263,-0.3357846992901282,1.669021525289393
264,-0.2595913513636048,-1.5031429531181062
265,-0.24574306408594432,-0.2727235697476705
266,-2.6968866429415717,-0.05429486651781221
267,-0.23093453020867796,0.6962063648134184
268,1.8489560949453452,1.1265650295477574
269,-0.26888869055483056,-1.1065259087416703
270,2.5733598032498604,0.05921843401448826
271,0.013929291912946203,-0.024125087110003277
272,0.19808476076785494,-0.14436041192394247
273,-0.5736620068802363,-0.5468589412403921
274,-0.03275327021599839,-0.543424771133765
275,-0.7128457826771644,0.10643022769189683
276,-0.2549772174208553,1.5039929885826886
277,-2.650969808393012,1.0915068519224618
278,1.246085192497629,-2.0733902324081495
279,-0.34268759408034877,-0.37144086599579146
280,-1.4075116947178212,-0.7778166875908753
281,-1.1105758454658288,1.7522704434236227
282,0.9356783931474612,1.2715550949941588
283,0.7216720640432351,-1.1290517712172292
284,-0.5245202662797737,0.48937456122791806
285,-1.2221278088919454,0.7129984301723881
286,-0.24032539815813503,-0.3748208075495975
287,0.7109599682034915,0.44426331148603976
288,-0.3609661658190799,1.159329803364248
289,-1.0810633275998973,0.6159356069442637
290,0.5931012579683838,-0.3095464393139903
291,0.326133022242118,-1.251113576385303
292,0.924027019206901,-0.18490213644298903
293,-0.5227230205190395,1.0490092258368893
294,-0.7043436905427592,-1.4084612963635597
295,-1.5566291735239037,0.6060099513456396
296,-1.280429352496283,1.7547941819843647
297,-2.081929407883722,1.6964563682900382
298,0.2110174672026184,-0.09671311187039239
299,-0.5449190868089497,0.39913611435207086
300,-0.037634702424848364,1.1033018820165215
301,0.11422764866203965,0.1503017614618776
302,-0.36361221221385587,-0.056945623721067457
303,0.3078017688920592,-1.7101683926566256
304,-1.348185422105713,0.743264094022715
305,0.17086543812794186,-0.18398333635267913
306,0.01843393306539316,0.34758170536167105
307,-0.5397596803093615,-0.7783047254023127
308,0.19584525509768155,-0.978372777615032
309,0.40825275571447184,-1.7025836042378404
310,1.0291556373256436,0.472597482413043
311,0.25602973431387566,0.9826909839455139
312,1.6654744444625766,1.0143700650181304
313,-1.8408742313316453,-1.2795769667357015
314,-0.6248185776956788,0.026091050210833786
315,0.517659020469123,-0.7257438131534656
316,0.18676676447707832,-0.7553829323533225
317,-0.6115178029919482,-1.4066610968482223
318,-0.9232332461109043,-1.3516846056163336
319,-0.9758732529773327,1.0536417966078395
320,-0.949398888831943,2.632382064837391
321,0.4933179008808892,0.1848361236948739
322,-0.8583577801812136,0.7003098794089914
323,-0.5756378262377739,0.12200981464536144
324,2.5600845382687947,-0.09605989972464987
325,1.1492733262856758,-0.7031764251258874
326,-0.0349884904969617,1.77080063563551
327,-0.6269670577877674,1.8124485579969287
328,0.7077519354554754,-0.5624667758942676
329,0.632407739055521,0.9725544496267299
330,0.6218099622171964,-1.5702247198904564
331,-0.7271371758248686,-0.24751863555150475
332,-0.07443342910004629,0.620672097550678
333,0.17770100093325383,-1.3353443587101013
334,0.3801978510059632,0.6105857452838231
335,0.5597904479310398,1.0807807255546218
336,0.8339221545489041,0.4591800792284367
337,-0.07016571145864703,-1.6609609335159914
338,0.42961821913258585,0.20768768716311115
339,0.27157883719537346,-1.2767485758203094
340,-1.0810565404082624,1.0531528533329035
341,-0.03955515385665504,0.6815006973726244
342,0.028318376130461172,0.02975613949574519
343,0.9382838059759977,-0.5160447282173739
344,0.09612077694098337,-0.4622752887050425
345,-0.4344962274323156,-0.30917212346863937
346,0.22213377163371284,-0.4787486216634773
347,1.2557561255735208,-0.8946073022195039
348,-0.18687164416135904,-0.4397310582741749
349,1.4469778843537329,0.19655477651157463
350,1.0318445394686349,-1.485560373036972
351,0.26705026586925884,0.889630795623437
352,0.08228398927542419,1.0654803750653512
353,-0.5172884501003722,1.40934744018558
354,2.2988981236192503,-0.36283856043965906
355,-0.4455025214007718,1.453384477117701
356,1.5795721457307124,-0.5228600271532683
357,-0.42018681709585726,-0.2817846088605072
358,-1.344450511034277,-0.9186519464841982
359,-1.0041407667520679,-0.7677975651041284
360,-0.03468488738678118,0.23421473253652075
361,1.5505004928140769,-0.998354040738791
362,0.9843223984765838,-0.21398884422550896
363,-0.04946370965243295,0.6748194921666038
364,-1.1227220215622986,0.3824097461840506
365,0.1664522082130561,0.4924512640081491
366,0.2891686439078181,2.4553001399108942
367,-0.637739984251316,-0.5309969550018176
368,-0.6231405264247644,-0.5554771191602547
369,-0.6373871273065177,1.1890165311075518
370,1.4205042479898549,-0.5707462937494763
371,-0.8323555731042287,0.4714155563864041
372,-0.5522230442809712,0.6329318177555108
373,0.2029230208512997,-1.515744114997232
374,1.5475052013300616,1.7958776730955217
375,-0.6127886904843862,-0.38770155993598415
376,0.28586539072490497,0.334456789987025
377,0.6585442726728304,2.0102045387663496
378,-0.1769472274940494,-0.7982972445384537
379,-1.3793192280145272,-0.7309300399419191
380,-0.033126972873797095,1.7945578635177877
381,-0.5176112990361714,0.2237879516388985
382,-0.016422896072752075,1.188393273448084
383,2.5269324258736217,-0.5308687729203206
384,-0.48943944251822213,1.044160877069072
385,0.6818914896263114,1.8467073257360336
386,0.5839281853259639,-0.35929209078705954
387,0.5906548306923093,1.1087035805829077
388,0.820482181197364,0.5072740311072977
389,1.066674689589154,1.1692955904456728
390,1.3821589910375272,0.6487098875896427
391,-0.16711808031685435,0.14671368643332283
392,1.2065089665083568,-0.8169356709872361
393,0.3686733088729012,-0.3933388123273607
394,0.028744822934817487,1.2784518626072987
395,0.19109906801990334,0.04643654815614881
396,-1.3598561409799192,0.7462535660272207
397,0.6454841811410754,2.16325472330546
398,-0.30777823495300083,0.21915032766393897
399,0.24938368371075526,1.5774532797634744
400,-0.0952955323869521,0.27902152577033923
401,0.6078965097165392,0.1866091231563581
402,-0.44643361455052827,0.19408999289830758
403,1.073631749859772,-1.0265152994110602
404,0.132969674146876,-0.7001208149391732
405,1.1950466289248425,-1.5231869047837747
406,-0.5589218472715883,0.37721187506452086
407,1.5655240292343404,-0.0657502610729878
408,-0.5551995266931984,1.8811570694405901
409,-1.448013900416244,-2.198805956620082
410,0.4400144500533324,-0.5020542243526112
411,-1.0212328171307132,0.7083564472993533
412,0.24380071377119883,-0.5640786307367284
413,-1.2803043986708944,0.8724573282801447
414,0.650201177958661,-0.09917586377938291
415,1.8466369960476658,-1.0700847663261526
416,-1.5255251709247388,-0.6919080698812444
417,-0.045586016355497805,0.24333944932269183
418,-0.24123605785632987,0.3520553965142968
419,-1.251539424190444,1.4437646040732595
420,-0.0821511783925688,1.1172958315881276
421,0.34272534637770413,0.4567532191537839
422,0.5697672802322039,0.44770856001731496
423,0.6427227598675439,1.3291525301324314
424,0.19652116970147013,0.7090037575885123
425,-0.08973569428722672,1.4401172154494728
426,-0.6763923020592697,1.8009404329108156
427,-0.04015795064434341,-1.4307751021180481
428,0.12810441491078928,-0.6810516574748808
429,0.8406435489887241,-0.6526239793023909
430,-0.4461834332147797,-1.889540730945531
431,-0.4523063192490767,-2.4238793266289567
432,-1.5839028234857233,0.7604146561442974
433,0.7858001586508322,0.42545756178496474
434,-0.966976143129213,-0.047711356141979855
435,-0.0036025390905684044,-1.1583646891925428
436,1.5033983017671506,0.8773622905756714
437,-0.22096417382966393,0.02688583899453078
438,0.20838280794755248,-2.0417348684242906
439,-0.24717738252059693,-0.6819842479977986
440,-1.0016200098949155,-0.2811002928859549
441,1.7976865268495226,0.6408428612670098
442,-0.5711789897827968,0.5725827813561586
443,1.3993554365860021,0.9246336829127688
444,0.05963036992017413,-0.6469367777055739
445,0.6982233136135899,0.3934853854217496
446,0.8951932200277323,0.6351718016819695
447,1.0495527153193351,-0.535235211560568
448,1.3173940656343257,0.19759960469239965
449,2.0752608726252655,-0.6891878180895679
450,1.7359638031652493,0.1979107834626478
451,-0.6514180036144483,-0.48388583405432156
452,-0.32034730819432017,0.4241659464019164
453,0.5228354880354996,-0.573700003938579
454,-0.02435459226098284,2.1422703586118637
455,1.7275431701007113,0.4363236696740321
456,0.03800347816820029,0.1200313267182613
457,0.6135179727304166,-1.0227925651984056
458,-0.2573765374233451,-1.6685840738775894
459,0.39922312260527926,0.647195939702741
460,-0.483186462299374,1.5739867632900328
461,-1.2257656630023412,-1.4643748802098202
462,0.22445181855997204,1.0470983026121545
463,1.6839276914578687,-0.45888426286894
464,1.0786808334312956,-0.03850846950070721
465,-0.17262729994081963,0.8836599374866724
466,0.6523228784134196,-1.5763921569842494
467,1.4765403497258958,1.3800913541474515
468,-0.6255627015095294,0.39580353343740904
469,0.4940301862827388,0.2606737658239071
470,-0.5503051538454201,-0.6716233679380516
471,-0.025554070991445278,1.1727290192593647
472,0.5436001545944323,-0.37061433208610595
473,0.7716987106483447,-2.8485426206300755
474,1.1487657003721035,-1.7397137787780996
475,-0.36244094140313216,-1.1196698946261439
476,-1.2946814757209058,1.1608267873785194
477,-0.46770120131189136,0.3465038817307158
478,-0.04692057887918407,0.47704082722312147
479,0.07682189106025536,-1.2829922241885696
480,0.99626681944714,-0.4937565831613125
481,-1.556581898659751,-0.4281151609659125
482,1.5007597906343109,0.8502217421134929
483,-0.3486521344078592,-0.3492577043184288
484,-0.3216350512173826,2.076747983560841
485,0.38193545223155334,0.43004164719106963
486,1.0302834540318422,0.23878915902651351
487,-0.2590421458207031,-0.19634984908497827
488,-0.07160125941406395,-0.03722223650984159
489,0.7276295436369798,0.05194588580729943
490,0.7326400772155792,-0.08071658010858232
491,0.07863519031609059,-1.9982006845321076
492,0.9163276747024814,0.3464884758979927
493,0.9980101098596522,-2.8962553781936893
494,2.0883747047807275,-0.13958962815517376
495,1.1081828167375165,-1.0399059271255309
496,0.6127739050625697,-1.0534155631736561
497,-0.6237689606958051,1.9140313538667861
498,-0.19068240076334658,0.21743287317972287
499,0.8700677306887542,0.49568188797260465
500,0.15041890514357642,0.3649610024662254
501,2.403415585238275,-0.05761879703358539
502,0.2010990467149675,1.050654396007612
503,1.1055259329579838,1.1870303055603801
504,0.6387302220291846,-1.1430049127304835
505,1.633431532301096,-1.146345393018688
506,0.30263546523903323,-0.7542758500193579
507,-0.06413834659299254,0.3287624103034804
508,0.32135721545027307,0.42192075423528475
509,1.613711269058647,0.45353430151397983
510,-0.24415663529064868,0.9640871682883573
511,1.1894704889246406,-1.2276078151369925
512,0.597400069849858,0.7011727423108983
513,-0.29756350335999193,1.3757068133116195
514,-0.15005558703252672,0.12557645347154225
515,-0.1730718242838696,0.015579047581467534
516,-1.0962750868952018,-1.4400508825942944
517,1.5945050632249722,-0.8469613483183278
518,-0.9913923494563072,-2.153390113603715
519,-0.6389617476895022,-1.3230897934074983
520,1.642015160136369,1.0098170893426341
521,-0.6881503451777238,2.2524358053443088
522,0.9817654869915943,-0.32483138350862245
523,-2.499405714873573,2.2909425725907417
524,-1.389572466763596,-1.6453987469568918
525,1.0225704320096403,2.439752406339273
526,1.3842728185105182,0.5639091200523596
527,0.594754341665286,0.8534155587803077
528,0.7589285897867651,0.2811914239693758
529,0.10420110395187607,-0.06259312789952241
530,-0.7539645888666763,-0.28067507686677406
531,-1.6929568141953855,-0.09833962679474989
532,-0.9885911071509175,-1.103589317215771
533,0.17989415115347845,1.3920022863445993
534,0.918316606002313,-1.570500603623177
535,-0.9896281365703375,0.9407711879882159
536,-0.9824873935383096,-0.2246331499970246
537,0.5500520990245519,-0.9683444548636353
538,0.1053755061459599,-1.3340254949182044
539,-0.6013676439512137,0.31978193414253697
540,-1.5929937335316693,0.440474737960399
541,-0.019637798926681216,0.5524899544171478
542,0.22391413406466143,1.3641404299738442
543,0.12522450264790727,-0.429405541125253
544,0.12229750303228377,0.5432980290363879
545,0.04886007032570433,0.04059169120388238
546,-0.7019916878067554,-0.6629009175509482
547,-1.4026052717996935,1.7495767431869393
548,-1.243863235391285,-0.6929051977959073
549,-0.7184072655691974,0.8949243769444413
550,-0.2949496782920278,1.2477420726737338
551,-0.6734906242438685,0.27899416222380197
552,-0.8353470532597573,2.1451491277733883
553,-1.1875984190295128,0.3098207102270275
554,0.6337768809320985,0.41379909745149823
555,-0.1852876588777083,-0.12982069973342616
556,0.0438114719791096,-0.14700200162848862
557,0.9638791167949097,2.2105230015913513
558,-0.5574917850078336,-1.3698029795790778
559,-0.08828204835125482,2.5797093376543185
560,-0.8036745679697308,1.6391168054440675
561,1.6777008140764407,-0.5535882417079946
562,0.5689830791852754,1.628396623128538
563,-0.3791277409874871,-0.20358036010236177
564,-0.5816809139486437,-1.0147567306928669
565,-0.6492775450660071,-1.2239402667622565
566,0.03408346825922607,-0.7699732310586418
567,0.2337859117907477,-1.5558956462036273
568,0.33088023221445706,0.8335289616089246
569,-1.9937356425714554,0.37405656984757213
570,1.2276689924732922,-1.2096410186912054
571,1.6725723868377034,0.4190190093660452
572,-0.7050118557584089,-0.05576907765770601
573,0.5583269125217224,0.0760053914124115
574,0.5387559924463692,-0.9206735930793662
575,0.169360824036078,-1.4137144969049802
576,-0.11122606134870032,-0.9039076414647897
577,-0.7355299425897666,1.2360931752104374
578,1.091310120594269,0.609138120907177
579,-1.092312764672579,-0.3164084496948019
580,1.2130976999791834,0.14171691363990474
581,2.319329539981694,0.39331783939437187
582,0.1920491164900316,-0.3091164642025014
583,0.1335409047822823,-0.1524698363805439
584,0.7081086766885905,0.9567023167945841
585,-0.7859894605079495,-1.331232953557778
586,-1.8362053731032966,0.5079913269125437
587,-1.1033666061738736,-2.152890592952483
588,0.3885786045309641,2.4929995174327906
589,-0.006070911539893324,0.8384907744516419
590,0.08182935854756501,-0.09888965319114267
591,0.9190764829877686,-0.29027454418865134
592,0.26739231407190295,0.3216978061960136
593,-0.6680904536430488,0.9920423495365228
594,-0.17495975669540864,-0.7557451594928447
595,0.5365098435704035,-0.8984679817910373
596,0.028181157369128247,-0.009118996644203544
597,1.085895565831578,0.4746982328799528
598,-0.025026958745143917,0.8177662992002871
599,1.3902075490173134,0.5578103063518622
600,0.010352619843380607,-1.3118362323501596
601,-1.0651136630753726,-0.30522470435466764
602,-0.6095122021592831,-0.186971302985446
603,0.056649924897107164,0.5296927543567308
604,-0.07049877805909122,0.4865016438262019
605,0.06447441481012024,-1.9754665663538713
606,-0.9393353938187543,-0.14408755572161547
607,-1.2096947428411076,0.5999287299962045
608,1.5307508323436974,1.2187618516973167
609,-0.213442870930208,1.490726136849952
610,0.14866745720211155,-0.33708597111803934
611,-0.6134026635409398,-0.30246968648812833
612,-0.38817681854122876,0.1704162223754877
613,0.1605739810498646,0.0030460201534144695
614,0.43693816974634986,1.1906462747863413
615,0.9495541354413237,-1.4848979684499035
616,-2.553921134901955,0.9343199112392737
617,-1.366878698415421,-0.22476540189268354
618,-1.1701130260593595,-1.8019804375800197
619,0.541462728204788,0.7591551603026468
620,-0.5765104007267194,-2.59104229214491
621,-0.5462444482524828,0.3918040054025465
622,-1.4789115687741288,0.18335991977915564
623,-0.015309849172995557,0.5792914996010884
624,0.11958036841415326,-0.9730689408815555
625,1.1965715016644913,-0.15852957302697002
626,-0.02730453950993186,-0.933267959073196
627,-0.4432822511915103,-0.8848027140269009
628,-0.172946059923423,1.7117084801423434
629,-1.3719011429313563,-1.6135613978767411
630,1.4711703274936085,-0.20932367715186612
631,-0.6690727386599166,1.0399046873960764
632,-0.6056155397368641,1.8260097135469362
633,0.6779258713392691,-0.48791140814570266
634,2.1573082132655035,-0.6057149230033384
635,0.742095372009307,0.2992925804064919
636,1.301741289398798,1.5615111967268527
637,0.032004149065766624,-0.7534178703461835
638,0.4599721429391164,-0.6777153697521061
639,2.013387247526623,0.13653533108273744
640,-0.3653215513121087,0.1846803058649084
641,-1.3471262895296965,-0.9716140385106515
642,1.2004139079444254,-0.6568942789713957
643,-1.0469109826819396,0.5366527525272862
644,1.185704154662997,0.7189533106650667
645,0.9960476858058164,-0.7567950885694608
646,-1.4218106667418438,1.5013336519554867
647,-0.32267983884213575,-0.25083301645504735
648,1.328194141849058,0.5562300094006599
649,0.45588777208160763,2.165002344901084
650,-0.643518230380143,0.9278401280812372
651,0.0570131248970845,0.26859227886325693
652,1.5284684264125317,0.5078357562896237
653,0.538296079049633,1.0725073373098022
654,-0.3649527295428853,-0.8392096673390064
655,-1.0448091940210336,-1.9663565893760018
656,2.056207129940322,-1.1032083657216831
657,-0.221253623585772,-0.27681329988892067
658,0.30740669780910074,0.8157372125392968
659,0.8604734883597454,-0.5830774385689385
660,-0.1671217137864115,0.28257995048829965
661,-0.24869112618354708,1.6073455760199926
662,0.49097495163825133,0.7348777860498175
663,0.6628812686674127,1.173473857485325
664,0.18102155870370695,-1.2968319479558466
665,0.3996879517526416,-0.651356893791829
666,-0.5286166817497568,0.5863640187550933
667,1.2382830714336357,0.02127157673606165
668,0.3088330125989638,1.702214944635238
669,0.24075317948856828,2.601683114180395
670,0.5655096456315442,-1.7607627591558177
671,0.7533416211045325,0.38115838488277776
672,1.2897527540827456,0.6731813512699584
673,-0.13845598398377382,-1.2242982362893657
674,-0.20902325728602528,-0.8505204542093001
